Word,POS
rivalships,noun
river,adverb
road,adjective
roman,noun
rome,noun
room,noun
royal,noun
ruin,noun
ruinous,adjective
rule,noun
ruler,noun
run,verb_past
s,noun
sacred,verb_past
sacrifice,noun
sacrificed,verb_past
safe,noun
safeguard,noun
safely,adverb
safety,noun
said,verb_past
sake,noun
salary,noun
salutary,noun
sample,noun
sanction,noun
satisfactory,noun
satisfied,verb_past
satisfy,noun
saved,verb_past
say,noun
scale,noun
scarcely,adverb
scene,noun
scheme,noun
science,noun
scope,noun
scruple,noun
sea,noun
season,noun
seat,noun
second,adjective
secondly,adverb
secret,adjective
section,noun
secure,noun
secured,verb_past
securing,verb
security,noun
sedition,noun
seek,noun
seen,verb_past
seldom,noun
select,noun
selected,verb_past
self,PRP
senate,verb
senator,noun
senatorial,adjective
sense,noun
sensibility,noun
sensible,adjective
sentence,noun
sentiment,noun
separate,adjective
separated,verb_past
separately,adverb
separation,noun
serf,noun
series,noun
seriously,adverb
servant,adjective
serve,noun
served,verb_past
service,noun
session,noun
set,verb_past
settle,noun
settled,verb_past
seven,CD
seventy,noun
shall,modal
shape,verb
share,noun
short,noun
shown,noun
sight,noun
signal,noun
signification,noun
silence,noun
silent,noun
similar,adjective
simple,noun
single,adjective
singly,adverb
singular,adjective
sinister,noun
situated,verb_past
situation,noun
size,noun
slender,noun
small,adjective
smaller,noun
sober,noun
society,noun
soil,noun
sole,noun
solely,adverb
solemn,adjective
solid,adjective
somewhat,noun
soon,adverb
sooner,RBR
sophistry,noun
sort,noun
sought,verb_past
sound,noun
source,noun
south,noun
southern,noun
sovereign,noun
sovereignty,noun
spain,noun
speak,noun
speaking,verb
speaks,noun
special,adjective
specie,noun
specified,verb_past
specimen,noun
specious,adjective
spectacle,noun
speculation,noun
speculative,adjective
speedily,noun
sphere,adverb
spirit,noun
spite,noun
split,noun
spread,noun
spring,noun
st,noun
stability,noun
stage,noun
stamped,verb_past
stand,noun
standard,noun
standing,noun
state,noun
stated,verb_past
statesman,noun
station,noun
statute,noun
steady,adverb
step,verb
stimulated,verb_past
stipulation,noun
stock,noun
stop,verb
strength,noun
strictly,adverb
striking,verb
strong,adjective
stronger,adjective
strongest,noun
strongly,adverb
structure,noun
struggle,noun
subdue,noun
subject,noun
subjected,verb_past
subjecting,verb
submission,noun
submit,noun
submitted,verb_past
subordinate,adjective
subordination,noun
subsequent,noun
subsist,noun
substance,noun
substantial,adjective
substantially,adverb
substitute,adjective
substituted,verb_past
subvert,noun
succeeding,noun
success,noun
succession,noun
successive,noun
successor,noun
succor,noun
sudden,noun
suffer,noun
suffered,verb_past
suffice,noun
sufficiency,noun
sufficient,noun
sufficiently,adverb
suffrage,noun
suggest,verb
suggested,verb_past
suggestion,noun
sum,noun
superfluous,adjective
superintendence,noun
superintending,verb
superior,adjective
superiority,noun
supplied,verb_past
supply,adverb
supplying,verb
support,noun
supported,verb_past
suppose,noun
supposed,verb_past
supposes,noun
supposing,verb
supposition,noun
supreme,noun
sure,noun
survey,noun
susceptible,adjective
suspicion,noun
sword,noun
sympathy,noun
symptom,noun
taken,verb_past
taking,verb
talent,noun
task,noun
taught,verb_past
tax,noun
taxation,noun
teach,noun
tedious,adjective
temper,noun
tempestuous,adjective
temporary,noun
temptation,noun
tempted,verb_past
tend,noun
tendency,noun
tends,noun
tenure,verb
term,noun
terminate,noun
territory,noun
terror,noun
test,noun
th,noun
theatre,noun
theory,noun
thereof,preposition
thing,noun
think,noun
thinking,verb
thirdly,adverb
thirteen,adjective
thirty,noun
thorough,preposition
thought,noun
thousand,noun
threatened,verb_past
throne,noun
throw,noun
thrown,noun
tie,noun
till,noun
time,noun
title,noun
told,verb_past
tolerable,adjective
took,noun
topic,noun
total,noun
town,noun
trace,noun
trade,noun
traffic,noun
train,noun
tranquillity,noun
transaction,noun
transient,noun
travel,noun
treachery,noun
treasury,noun
treat,noun
treaty,noun
trial,noun
tribunal,adjective
tried,adjective
triumph,noun
troop,noun
true,noun
truly,adverb
trust,adjective
truth,noun
try,noun
turbulent,noun
turn,noun
turned,verb_past
tyrannical,adjective
tyranny,noun
u,noun
ultimate,noun
ultimately,adverb
umpire,verb
unable,adjective
unanimity,noun
unanimous,adjective
unavoidable,adjective
unavoidably,adverb
unbiased,verb_past
uncertain,noun
uncertainty,noun
unconnected,verb_past
uncontrollable,adjective
understand,noun
understanding,noun
understood,noun
undertake,noun
undertaking,verb
undue,adjective
unequal,adjective
unequivocal,adjective
unfavorable,adjective
unfit,noun
unfortunate,noun
unfortunately,adverb
unfriendly,adverb
uniform,noun
uniformity,noun
uniformly,adverb
union,noun
unite,preposition
united,verb_past
uniting,verb
unity,noun
universal,noun
unjust,noun
unknown,noun
unless,preposition
unlimited,verb_past
unnatural,adjective
unnecessary,adjective
unqualified,adjective
unquestionably,adverb
unreasonable,adjective
unsafe,noun
unwarrantable,adjective
unwilling,noun
unwise,noun
unworthy,noun
upright,noun
urge,noun
urged,verb_past
use,noun
used,verb_past
useful,adjective
useless,noun
usual,adjective
usually,adverb
usurpation,noun
utility,noun
utmost,noun
utterly,adverb
vague,adjective
vain,noun
valid,verb_past
validity,noun
valuable,adjective
value,noun
variance,noun
varied,verb_past
variety,noun
various,adjective
vary,noun
vast,noun
venture,noun
vest,noun
vested,verb_past
vesting,verb
vice,noun
vicissitude,noun
victim,noun
victory,noun
vide,noun
view,noun
viewed,verb_past
vigor,noun
vigorous,adjective
violate,noun
violated,verb_past
violation,noun
violence,noun
violent,noun
virginia,noun
virtue,noun
visionary,noun
voice,noun
void,verb_past
vol,noun
voluntary,noun
votary,noun
vote,noun
wa,noun
want,noun
wanting,verb
war,noun
warrant,noun
warranted,verb_past
way,noun
weak,noun
weaker,noun
weakness,noun
weal,noun
wealth,noun
wealthy,noun
weight,noun
weighty,noun
welfare,noun
western,noun
whilst,noun
wholly,adverb
wide,adjective
willing,adjective
wisdom,noun
wise,noun
wisely,adverb
wish,adjective
wished,adjective
withstand,noun
witness,noun
word,noun
work,noun
world,noun
worse,noun
worthy,noun
writer,noun
wrong,preposition
year,noun
yield,noun
york,noun
zeal,noun
zealous,adjective
